Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
540932,,IPRU3038,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Pan F - Half Yearly Dividend  Option,Active,F ,10.00,INF109KC1382, ,MF
540933,,IPRU9238,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Pan F - Direct Plan Cumulative Option,Active,F ,10.00,INF109KC1408, ,MF
540934,,IPRU9239,ICICI Prudential Fixed Maturity Plan - Series 82 - 1187 Days Pan F - Direct Plan Quarterly Dividend,Active,F ,10.00,INF109KC1424, ,MF
540935,,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10.00,INE600K01018,Specialty Chemicals,Equity
540936,,GGL,Gautam Gems Ltd,Active,M ,10.00,INE063Z01017,Comm.Trading  & Distribution,Equity
540937,,MEDICO,Medico Remedies Ltd,Active,M ,10.00,INE630Y01016,Pharmaceuticals,Equity
540938,,GUJHYSPIN,Gujarat Hy-Spin Ltd,Active,M ,10.00,INE578V01013,Textiles,Equity
540939,,IPRU3042,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Cumulative Option,Active,F ,10.00,INF109KC1499, ,MF
540940,,IPRU3043,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Quarterly Dividend Option,Active,F ,10.00,INF109KC1515, ,MF
540941,,IPRU3044,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Half Yearly Dividend Option,Active,F ,10.00,INF109KC1507, ,MF
540942,,IPRU9244,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Cumulative Option,Active,F ,10.00,INF109KC1523, ,MF
540943,,IPRU9245,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Quarterly Dividen,Active,F ,10.00,INF109KC1549, ,MF
540944,,IPRU9246,ICICI Prudential Fixed Maturity Plan - Series 82 - 1215 Days Plan H - Direct Plan Half Yearly,Active,F ,10.00,INF109KC1531, ,MF
540945,,FSSPL,Focus Suites Solutions & Services Ltd,Active,MT,10.00,INE180Z01019,Consulting Services,Equity
540946,,IPRU3050,ICICI PRUDENTIAL FMP - SERIES 82 - 1185 DAYS - PLAN I - CUMULATIVE,Active,F ,10.00,INF109KC1671, ,MF
540947,,IPRU3034,ICICI Prudential Value Fund - Series 20 - Cumulative Option,Active,B ,10.00,INF109KC1333, ,Equity
540948,,IPRU9252,ICICI PRUDENTIAL FMP - SERIES 82 - 1185 DAYS - PLAN I - DIRECT PLAN- CUMULATIVE,Active,F ,10.00,INF109KC1705, ,MF
540949,,IPRU3035,ICICI Prudential Value Fund - Series 20 - Dividend Option,Active,B ,10.00,INF109KC1341, ,Equity
540950,,IPRU9236,ICICI Prudential Value Fund - Series 20 - Direct Plan Cumulative Option,Active,B ,10.00,INF109KC1358, ,Equity
540951,,IPRU9237,ICICI Prudential Value Fund - Series 20 - Direct Plan Dividend Option,Active,B ,10.00,INF109KC1366, ,Equity
540952,,LAL,Lorenzini Apparels Ltd,Active,M ,10.00,INE740X01015,Other Apparels & Accessories,Equity
540953,,KENVI,Kenvi Jewels Ltd,Active,M ,10.00,INE923Y01015,Other Apparels & Accessories,Equity
540954,,IWP,The Indian Wood Products Company Ltd,Active,X ,2.00,INE586E01020,Forest Products,Equity
540955,,TDSL,Tasty Dairy Specialities Ltd,Active,M ,10.00,INE773Y01014,Packaged Foods,Equity
540956,,BHATIA,Bhatia Communications & Retail (India) Ltd,Active,M ,10.00,INE341Z01017,Specialty Retail,Equity
540957,,KTKFMP216RG,KOTAK FMP SERIES 216 - 1240 DAYS - REGULAR PLAN - GROWTH OPTION,Active,F ,10.00,INF174K013S2, ,MF
540958,,KTKFMP216RD,KOTAK FMP SERIES 216 - 1240 DAYS - REGULAR PLAN - DIVIDEND OPTION,Active,F ,10.00,INF174K014S0, ,MF
540959,,KTKFMP216DG,KOTAK FMP SERIES 216 - 1240 DAYS - DIRECT PLAN - GROWTH OPTION,Active,F ,10.00,INF174K015S7, ,MF
540960,,KTKFMP216DD,KOTAK FMP SERIES 216 - 1240 DAYS - DIRECT PLAN - DIVIDEND OPTION,Active,F ,10.00,INF174K016S5, ,MF
540961,,SHIVAMILLS,Shiva Mills Ltd,Active,B ,10.00,INE644Y01017,Textiles,Equity
540962,,NXXXVIS01G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR1 DR DVP 10MY21,Active,F ,10.00,INF204KB1UH8, ,MF
540963,,NXXXVIS01Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR1 DR GWTH 10MY21,Active,F ,10.00,INF204KB1UG0, ,MF
540964,,NXXXVIS01D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR1 RG DVP 10MY21,Active,F ,10.00,INF204KB1UF2, ,MF
540965,,NXXXVIS01X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR1 RG GWTH 10MY21,Active,F ,10.00,INF204KB1UE5, ,MF
540966,,IPRU3053,ICICI Prudential FMP - Series 82 - 1203 Days Plan K Cumulative,Active,F ,10.00,INF109KC1812, ,MF
540967,,IPRU3054,ICICI Prudential FMP - Series 82 - 1203 Days Plan K Quarterly Dividend,Active,F ,10.00,INF109KC1838, ,MF
540968,,IPRU3055,ICICI Prudential FMP - Series 82 - 1203 Days Plan K Half Yearly Dividend,Active,F ,10.00,INF109KC1820, ,MF
540969,,IPRU9255,ICICI Prudential FMP - Series 82 - 1203 Days Plan K Direct Plan Cumulative,Active,F ,10.00,INF109KC1846, ,MF
540970,,IPRU9256,ICICI Prudential FMP - Series 82 - 1203 Days Plan K Direct Plan Quarterly Dividend,Active,F ,10.00,INF109KC1861, ,MF
540971,,SDFSC9GR,SBI Debt Fund Series C - 9 (1150D) - Regular Plan Growth,Active,F ,10.00,INF200KA1SK1, ,MF
540972,,SDFSC9DR,SBI Debt Fund Series C - 9 (1150D) - Regular Plan Dividend Payout,Active,F ,10.00,INF200KA1SL9, ,MF
540973,,SDFSC9GD,SBI Debt Fund Series C - 9 (1150D) - Direct Plan Growth,Active,F ,10.00,INF200KA1SM7, ,MF
540974,,SDFSC9DD,SBI Debt Fund Series C - 9 (1150D) - Direct Plan Dividend Payout,Active,F ,10.00,INF200KA1SN5, ,MF
540975,,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10.00,INE914M01019,Healthcare Services,Equity
540976,,D40MS220RG,DSP BlackRock FMP - Series 220 - 40 M - Regular Plan  - Growth Option,Active,F ,10.00,INF740KA1EE1, ,MF
540977,,D40MS220RR,DSP BlackRock FMP - Series 220 - 40 M - Regular Plan  - Dividend Regular Payout Option,Active,F ,10.00,INF740KA1EF8, ,MF
540978,,D40MS220RQ,DSP BlackRock FMP - Series 220 - 40 M - Regular Plan  - Dividend Quarterly Payout Option,Active,F ,10.00,INF740KA1EG6, ,MF
540979,,D40MS220DG,DSP BlackRock FMP - Series 220 - 40 M - Direct Plan  - Growth Option,Active,F ,10.00,INF740KA1EH4, ,MF
540980,,YSL,The Yamuna Syndicate Ltd,Active,XT,100.00,INE868X01014,Comm.Trading  & Distribution,Equity
540981,,KTKIND4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,Active,B ,10.00,INF174K017S3, ,Equity
540982,,KTKIND4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,Active,B ,10.00,INF174K018S1, ,Equity
540983,,KTKIND4DD,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,Active,B ,10.00,INF174K010T6, ,Equity
540984,,KTKIND4DG,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,Active,B ,10.00,INF174K019S9, ,Equity
540985,,SDFSC10GR,SBI Debt Fund Series C - 10 (1150 Days) Regular Plan  - Growth,Active,F ,10.00,INF200KA1SO3, ,MF
540986,,SDFS10DR,SBI Debt Fund Series C - 10 (1150 Days)  Regular Plan - Dividend Payout,Active,F ,10.00,INF200KA1SP0, ,MF
540987,,SDFSC10GD,SBI Debt Fund Series C - 10 (1150 Days) Direct Plan - Growth,Active,F ,10.00,INF200KA1SQ8, ,MF
540988,,SDFSC10DD,SBI Debt Fund Series C - 10 (1150 Days) Direct Plan -Dividend Payout,Active,F ,10.00,INF200KA1SR6, ,MF
540989,,IPRU3056,ICICI PRUDENTIAL FIXED MATURITY PLAN SR 82 - 1199 DAYS - PLAN L - CUMULATIVE,Active,F ,10.00,INF109KC1879, ,MF
540990,,IPRU3058,ICICI PRUDENTIAL FIXED MATURITY PLAN SR 82 - 1199 DAYS - PLAN L - HALF YEARLY DIVIDEND OPTION,Active,F ,10.00,INF109KC1887, ,MF
540991,,IPRU9258,ICICI PRUDENTIAL FIXED MATURITY PLAN SR 82 - 1199 DAYS - PLAN L - DIRECT PLAN CUMULATIVE OPTION,Active,F ,10.00,INF109KC1903, ,MF
540992,,IPRU3045,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Cumulative,Active,F ,10.00,INF109KC1630, ,MF
540993,,IPRU9260,ICICI PRUDENTIAL FIXED MATURITY PLAN SR 82 - 1199 DAYS - PLAN L - DIRECT PLAN HALF YEARLY DIVIDEND,Active,F ,10.00,INF109KC1911, ,MF
540994,,IPRU3046,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Dividend,Active,F ,10.00,INF109KC1648, ,MF
540995,,IPRU9247,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan Cumulative,Active,F ,10.00,INF109KC1655, ,MF
540996,,IPRU9248,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan Dividend,Active,F ,10.00,INF109KC1663, ,MF
540997,,NXXXVIS03G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR3 DR DVP 10MY21,Active,F ,10.00,INF204KB1UP1, ,MF
540998,,NXXXVIS03Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR3 DR GWTH 10MY21,Active,F ,10.00,INF204KB1UO4, ,MF
540999,,NXXXVIS03D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR3 RG DVP 10MY21,Active,F ,10.00,INF204KB1UN6, ,MF
541000,,NXXXVIS03X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR3 RG GWTH 10MY21,Active,F ,10.00,INF204KB1UM8, ,MF
541001,,KTKFMP217RG,Kotak FMP Series 217 - 1239 Days - Regular Plan - Growth Option,Active,F ,10.00,INF174K015T5, ,MF
541002,,KTKFMP217RD,Kotak FMP Series 217 - 1239 Days - Regular Plan - Dividend Option,Active,F ,10.00,INF174K016T3, ,MF
541003,,KTKFMP217DG,Kotak FMP Series 217 - 1239 Days - Direct Plan - Growth Option,Active,F ,10.00,INF174K018T9, ,MF
541004,,KTKFMP217DD,Kotak FMP Series 217 - 1239 Days - Direct Plan - Dividend Option,Active,F ,10.00,INF174K017T1, ,MF
541005,,KANCOTEA,Kanco Tea & Industries Ltd,Active,X ,10.00,INE398L01017,Tea & Coffee,Equity
541006,,ANGEL,Angel Fibers Ltd,Active,M ,10.00,INE339Z01011,Textiles,Equity
541007,,D40MS221RG,DSP BlackRock FMP - Series 221 - 40M - Regular Plan - Growth Option,Active,F ,10.00,INF740KA1EO0, ,MF
541008,,D40MS221RR,DSP BlackRock FMP - Series 221 - 40M - Regular Plan - Dividend Regular Payout Option,Active,F ,10.00,INF740KA1EP7, ,MF
541009,,D40MS221RQ,DSP BlackRock FMP - Series 221 - 40M - Regular Plan - Dividend Quarterly Payout Option,Active,F ,10.00,INF740KA1EQ5, ,MF
541010,,D40MS221DG,DSP BlackRock FMP - Series 221 - 40M - Direct Plan - Growth Option,Active,F ,10.00,INF740KA1ER3, ,MF
541011,,D40MS221DR,DSP BlackRock FMP - Series 221 - 40M - Direct Plan - Dividend Regular Payout Option,Active,F ,10.00,INF740KA1ES1, ,MF
541012,,D40MS221DQ,DSP BlackRock FMP - Series 221 - 40M - Direct Plan - Dividend Quarterly Payout Option,Active,F ,10.00,INF740KA1ET9, ,MF
541013,,H1158D39DG,HDFC FMP 1158D February 2018 (1) - Series 39 - Direct Option  - Growth Option,Active,F ,10.00,INF179KB1X03, ,MF
541014,,H1158D39DD,HDFC FMP 1158D February 2018 (1) - Series 39 - Direct Option  - Normal Dividend Option,Active,F ,10.00,INF179KB1X11, ,MF
541015,,H1158D39DQ,HDFC FMP 1158D February 2018 (1) - Series 39 - Direct Option  - Quarterly Dividend Option,Active,F ,10.00,INF179KB1X29, ,MF
541016,,H1158D39RG,HDFC FMP 1158D February 2018 (1) - Series 39 - Regular Option  - Growth Option,Active,F ,10.00,INF179KB1X37, ,MF
541017,,H1158D39RD,HDFC FMP 1158D February 2018 (1) - Series 39 - Regular Option  - Normal Dividend Option,Active,F ,10.00,INF179KB1X45, ,MF
541018,,H1158D39RQ,HDFC FMP 1158D February 2018 (1) - Series 39 - Regular Option  - Quarterly Dividend Option,Active,F ,10.00,INF179KB1X52, ,MF
541019,,HGINFRA,H.G. Infra Engineering Ltd,Active,B ,10.00,INE926X01010,Construction & Engineering,Equity
541020,,NXXXVIS02G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR2 DR DVP 15DC21,Active,F ,10.00,INF204KB1UL0, ,MF
541021,,NXXXVIS02Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR2 DR GWTH 15DC21,Active,F ,10.00,INF204KB1UK2, ,MF
541022,,NXXXVIS02D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR2 RG DVP 15DC21,Active,F ,10.00,INF204KB1UJ4, ,MF
541023,,NXXXVIS02X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR2 RG GWTH 15DC21,Active,F ,10.00,INF204KB1UI6, ,MF
541032,,IPRU3059,ICICI Prudential FMP - Series 82  - 1185 Days Plan M - Cumulative Option,Active,F ,10.00,INF109KC1937, ,MF
541033,,IPRU3060,ICICI Prudential FMP - Series 82  - 1185 Days Plan M - Quarterly Dividend Option,Active,F ,10.00,INF109KC1952, ,MF
541034,,IPRU9261,ICICI Prudential FMP - Series 82  - 1185 Days Plan M -  Direct Plan Cumulative Option,Active,F ,10.00,INF109KC1960, ,MF
541035,,IPRU9262,ICICI Prudential FMP - Series 82  - 1185 Days Plan M - Direct Plan Quarterly Dividend Option,Active,F ,10.00,INF109KC1986, ,MF
541036,,IPRU9263,ICICI Prudential FMP - Series 82  - 1185 Days Plan M - Direct Plan Half Yearly Dividend Option,Active,F ,10.00,INF109KC1978, ,MF
541037,,IPRU3047,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days - Plan J - Cumulative,Active,F ,10.00,INF109KC1739, ,MF
541038,,IPRU3048,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days - Plan J - Quarterly Dividend,Active,F ,10.00,INF109KC1754, ,MF
541039,,IPRU3049,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days - Plan J - Half Yearly Dividend,Active,F ,10.00,INF109KC1747, ,MF
541040,,IPRU9249,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days - Plan J - Direct Plan Cumulativ,Active,F ,10.00,INF109KC1762, ,MF
541041,,IPRU9250,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days - Plan J - Direct Plan Quarterly,Active,F ,10.00,INF109KC1788, ,MF
541042,,IPRU9251,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days - Plan J - Direct Plan Half Yearly,Active,F ,10.00,INF109KC1770, ,MF
541053,,EIS,East India Securities Ltd,Active,M ,10.00,INE482Z01019,Other Financial Services,Equity
541058,,H1150D39DG,HDFC FMP 1150D MARCH 2018(1) SR 39 - DIRECT OPTION- GROWTH OPTION,Active,F ,10.00,INF179KB1Y69, ,MF
541059,,H1150D39DD,HDFC FMP 1150D MARCH 2018(1) SR 39 - DIRECT OPTION- NORMAL DIVIDEND OPTION,Active,F ,10.00,INF179KB1Y77, ,MF
541060,,H1150D39DQ,HDFC FMP 1150D MARCH 2018(1) SR 39 - DIRECT OPTION- QUARTERLY DIVIDEND OPTION,Active,F ,10.00,INF179KB1Y85, ,MF
541061,,H1150D39RG,HDFC FMP 1150D MARCH 2018(1) SR 39 - REGULAR OPTION- GROWTH OPTION,Active,F ,10.00,INF179KB1Y93, ,MF
541062,,H1150D39RD,HDFC FMP 1150D MARCH 2018(1) SR 39 - REGULAR OPTION- NORMAL DIVIDEND OPTION,Active,F ,10.00,INF179KB1Z01, ,MF
541063,,H1150D39RQ,HDFC FMP 1150D MARCH 2018(1) SR 39 - REGULAR OPTION- QUARTERLY DIVIDEND OPTION,Active,F ,10.00,INF179KB1Z19, ,MF
541064,,NXXXVIS06G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR6 DR DVP 10MY21,Active,F ,10.00,INF204KB1VB9, ,MF
541065,,NXXXVIS06Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR6 DR GWTH 10MY21,Active,F ,10.00,INF204KB1VA1, ,MF
541066,,NXXXVIS06D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR6 RG DVP 10MY21,Active,F ,10.00,INF204KB1UZ0, ,MF
541067,,NXXXVIS06X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR6 RG GWTH 10MY21,Active,F ,10.00,INF204KB1UY3, ,MF
541068,,AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout,Active,B ,10.00,INF846K01B77, ,Equity
541069,,AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth,Active,B ,10.00,INF846K01B69, ,Equity
541070,,AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout,Active,B ,10.00,INF846K01B93, ,Equity
541071,,AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth,Active,B ,10.00,INF846K01B85, ,Equity
541072,,IDFTP140RG,IDFC FIXED TERM PLAN - SERIES 140 - REGULAR PLAN - GROWTH,Active,F ,10.00,INF194KA12E0, ,MF
541073,,IPRU3064,ICICI Prudential FMP - Series 82 - 1185 Days Plan N - Cumulative Option,Active,F ,10.00,INF109KC1994, ,MF
541074,,IDFTP140RQ,IDFC FIXED TERM PLAN - SERIES 140 - REGULAR PLAN - QUARTERLY - DIVIDEND,Active,F ,10.00,INF194KA13E8, ,MF
541075,,IPRU3065,ICICI Prudential FMP - Series 82 - 1185 Days Plan N - Quarterly Dividend Option,Active,F ,10.00,INF109KC1AB8, ,MF
541076,,IPRU3066,ICICI Prudential FMP - Series 82 - 1185 Days Plan N - Half Yearly Dividend Option,Active,F ,10.00,INF109KC1AA0, ,MF
541077,,IDFTP140RH,IDFC FIXED TERM PLAN - SERIES 140 - REGULAR PLAN - HALF YEARLY - DIVIDEND,Active,F ,10.00,INF194KA14E6, ,MF
541078,,IPRU9266,ICICI Prudential FMP - Series 82 - 1185 Days Plan N - Direct Plan Cumulative Option,Active,F ,10.00,INF109KC1AC6, ,MF
541079,,IPRU9267,ICICI Prudential FMP - Series 82 - 1185 Days Plan N - Direct Plan Quarterly Dividend Option,Active,F ,10.00,INF109KC1AE2, ,MF
541080,,IPRU9268,ICICI Prudential FMP - Series 82 - 1185 Days Plan N - Direct Plan Half Yearly Dividend,Active,F ,10.00,INF109KC1AD4, ,MF
541081,,IDFTP140RP,IDFC FIXED TERM PLAN - SERIES 140- REGULAR PLAN- PERIODIC DIVIDEND,Active,F ,10.00,INF194KA15E3, ,MF
541082,,IDFTP140DG,IDFC FIXED TERM PLAN - SERIES 140- DIRECT PLAN- GROWTH,Active,F ,10.00,INF194KA18D9, ,MF
541083,,INFLAME,Inflame Appliances Ltd,Active,M ,10.00,INE464Z01017,Houseware,Equity
541084,,DACE2RG,DSP BlackRock A C E Fund - Series 2 - Regular Plan - Growth Option,Active,B ,10.00,INF740KA1EK8, ,Equity
541085,,DACE2RDP,DSP BlackRock A C E Fund - Series 2 - Regular Plan - Dividend Payout Option,Active,B ,10.00,INF740KA1EL6, ,Equity
541086,,DACE2DG,DSP BlackRock A C E Fund - Series 2 - Direct Plan - Growth Option,Active,B ,10.00,INF740KA1EM4, ,Equity
541087,,DACE2DDP,DSP BlackRock A C E Fund - Series 2 - Direct Plan - Dividend Payout  Option,Active,B ,10.00,INF740KA1EN2, ,Equity
541088,,KTKFMP219RG,Kotak FMP Series 219 - 1173 Days - Regular Plan - Growth Option,Active,F ,10.00,INF174K013U8, ,MF
541089,,KTKFMP219RD,Kotak FMP Series 219 - 1173 Days - Regular Plan - Dividend Payout  Option,Active,F ,10.00,INF174K014U6, ,MF
541090,,KTKFMP219DG,Kotak FMP Series 219 - 1173 Days - Direct Plan - Growth Option,Active,F ,10.00,INF174K015U3, ,MF
541091,,KTKFMP219DD,Kotak FMP Series 219 - 1173 Days - Direct Plan - Dividend Payout Option,Active,F ,10.00,INF174K016U1, ,MF
541092,,ABSLRIF6RG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- GROWTH,Active,B ,10.00,INF209KB1LL4, ,Equity
541093,,ABSLRIF6RD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- DIVIDEND PAYOUT,Active,B ,10.00,INF209KB1LM2, ,Equity
541094,,ABSLRIF6DG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- GROWTH,Active,B ,10.00,INF209KB1LN0, ,Equity
541095,,ABSLRIF6DD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- DIVIDEND PAYOUT,Active,B ,10.00,INF209KB1LO8, ,Equity
541096,,BPLPHARMA,Bharat Parenterals Ltd,Active,XT,10.00,INE365Y01019,Pharmaceuticals,Equity
541097,,LIQUIDETF,DSP LIQUID ETF,Active,F ,1000.00,INF740KA1EU7, ,MF
541098,,D39MS223RG,DSP BlackRock FMP  - Series 223 - 39M - Regular Plan - Growth Option,Active,F ,10.00,INF740KA1FB4, ,MF
541099,,D39MS223RR,DSP BlackRock FMP  - Series 223 - 39M - Regular Plan - Dividend Regular Payout Option,Active,F ,10.00,INF740KA1FC2, ,MF
541100,,D39MS223RQ,DSP BlackRock FMP  - Series 223 - 39M - Regular Plan - Dividend Quarterly Payout Option,Active,F ,10.00,INF740KA1FD0, ,MF
541101,,D39MS223DG,DSP BlackRock FMP  - Series 223 - 39M - Direct Plan - Growth  Option,Active,F ,10.00,INF740KA1FE8, ,MF
541102,,D39MS223DR,DSP BlackRock FMP  - Series 223 - 39M - Direct Plan - Dividend Regular Payout Option,Active,F ,10.00,INF740KA1FF5, ,MF
541103,,H1143D39DG,HDFC FMP 1143D March 2018 (1) - Series 39 - Direct Option - Growth Option,Active,F ,10.00,INF179KB1Z27, ,MF
541104,,H1143D39DD,HDFC FMP 1143D March 2018 (1) - Series 39 - Direct Option - Normal Dividend Payout Option,Active,F ,10.00,INF179KB1Z35, ,MF
541105,,H1143D39RG,HDFC FMP 1143D March 2018 (1) - Series 39 - Regular Option - Growth Option,Active,F ,10.00,INF179KB1Z50, ,MF
541106,,H1143D39RD,HDFC FMP 1143D March 2018 (1) - Series 39 - Regular Option - Normal Dividend Payout  Option,Active,F ,10.00,INF179KB1Z68, ,MF
541107,,H1143D39RQ,HDFC FMP 1143D March 2018 (1) - Series 39 - Regular Option - Quarterly Dividend Payout  Option,Active,F ,10.00,INF179KB1Z76, ,MF
541112,,SHREESHAY,Shreeshay Engineers Ltd,Active,M ,10.00,INE452Z01012,Construction & Engineering,Equity
541117,,IPRU3067,ICICI PRUDENTIAL FIXED MATURITY PLAN - SR 82- 1175 DAYS- PLAN Q- CUMULATIVE,Active,F ,10.00,INF109KC1AP8, ,MF
541118,,IPRU3068,ICICI PRUDENTIAL FIXED MATURITY PLAN - SR 82- 1175 DAYS- PLAN Q- QUARTERLY DIVIDEND,Active,F ,10.00,INF109KC1AR4, ,MF
541119,,NXXXVIS7X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR7 RG GWTH 10MY21,Active,F ,10.00,INF204KB1VC7, ,MF
541120,,IPRU3069,ICICI PRUDENTIAL FIXED MATURITY PLAN - SR 82- 1175 DAYS- PLAN Q- HALF YEARLY DIVIDEND,Active,F ,10.00,INF109KC1AQ6, ,MF
541121,,IPRU9269,ICICI PRUDENTIAL FIXED MATURITY PLAN - SR 82- 1175 DAYS- PLAN Q- DIRECT PLAN CUMULATIVE,Active,F ,10.00,INF109KC1AS2, ,MF
541122,,NXXXVIS7D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR7 RG DVP 10MY21,Active,F ,10.00,INF204KB1VD5, ,MF
541123,,IPRU9270,ICICI PRUDENTIAL FIXED MATURITY PLAN - SR 82- 1175 DAYS- PLAN Q- DIRECT PLAN QUARTERLY DIVIDEND,Active,F ,10.00,INF109KC1AU8, ,MF
541124,,NXXXVIS7Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR7 DR GWTH 10MY21,Active,F ,10.00,INF204KB1VE3, ,MF
541125,,IPRU9271,ICICI PRUDENTIAL FIXED MATURITY PLAN - SR 82- 1175 DAYS- PLAN Q- DIRECT PLAN HALF YEARLY DIVIDEND,Active,F ,10.00,INF109KC1AT0, ,MF
541126,,NXXXVIS7G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR7 DR DVP 10MY21,Active,F ,10.00,INF204KB1VF0, ,MF
541127,,IDFTP142RP,IDFC Fixed Term Plan - Series142 - Regular Plan - Periodic Dividend,Active,F ,10.00,INF194KA17F6, ,MF
541128,,IDFTP142DG,IDFC Fixed Term Plan - Series 142 - Direct Plan - Growth,Active,F ,10.00,INF194KA10F1, ,MF
541129,,IDFTP142DH,IDFC Fixed Term Plan - Series 142 - Direct Plan - Half Yearly Dividend,Active,F ,10.00,INF194KA12F7, ,MF
541130,,IDFTP142RG,IDFC Fixed Term Plan - Series 142 - Regular Plan - Growth,Active,F ,10.00,INF194KA14F3, ,MF
541131,,IDFTP142RQ,IDFC Fixed Term Plan - Series 142 - Regular Plan - Quarterly Dividend,Active,F ,10.00,INF194KA15F0, ,MF
541132,,IDFTP142RH,IDFC Fixed Term Plan - Series 142 - Regular Plan - Half Yearly  Dividend,Active,F ,10.00,INF194KA16F8, ,MF
541133,,ACFL,Apex Capital And Finance Ltd,Active,XT,10.00,INE758W01019,Finance (including NBFCs),Equity
541134,,NXXXVIS5Z,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR5 DR DVP 02NV21,Active,F ,10.00,INF204KB1UX5, ,MF
541135,,NXXXVIS5G,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR5 DR GWTH 02NV21,Active,F ,10.00,INF204KB1UW7, ,MF
541136,,NXXXVIS5X,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR5 RG DVP 02NV21,Active,F ,10.00,INF204KB1UV9, ,MF
541137,,NXXXVIS5D,NIPPON INDIA MUTUAL FUND  FIXED HORI FD XXXVI SR5 RG GWTH 02NV21,Active,F ,10.00,INF204KB1UU1, ,MF
541138,,D39MS224RG,DSP BlackRock FMP - Series 224- 39M - Regular - Growth,Active,F ,10.00,INF740KA1FH1, ,MF
541139,,D39MS224RR,DSP BlackRock FMP - Series 224 - 39M- Regular - Dividend Regular Payout,Active,F ,10.00,INF740KA1FI9, ,MF
